OrderID,CustomerAge,Gender,ProductCategory,Quantity,Price,Discount,PaymentMethod,TotalAmount
1236,55,Female,Books,1,85,5,Debit Card,80.75
1237,21,Female,Books,3,252,5,Debit Card,718.1999999999999
1238,18,Female,Home,3,326,5,Debit Card,929.0999999999999
1239,25,Female,Sports,4,267,5,UPI,1014.5999999999999
1240,46,Male,Books,5,426,0,Credit Card,2130.0
1241,56,Male,Books,4,465,5,UPI,1767.0
1242,20,Male,Books,3,199,10,UPI,537.3000000000001
1243,49,Male,Books,3,498,5,Debit Card,1419.3
1244,27,Female,Home,5,386,0,UPI,1930.0
1245,27,Male,Sports,2,324,20,Cash,518.4
1246,36,Male,Sports,5,305,20,UPI,1220.0
1247,63,Male,Electronics,4,186,20,Debit Card,595.2
1248,51,Male,Books,2,498,15,Debit Card,846.6
1249,50,Female,Books,4,297,10,UPI,1069.2
1250,40,Male,Electronics,5,303,0,Cash,1515.0
1251,45,Female,Sports,2,357,20,Cash,571.2
1252,49,Male,Clothing,5,216,0,Debit Card,1080.0
1253,24,Female,Clothing,1,224,0,Cash,224.0
1254,46,Female,Sports,3,353,15,Cash,900.15
1255,25,Male,Books,2,150,20,Credit Card,240.0
1256,18,Male,Clothing,3,94,5,Credit Card,267.9
1257,20,Male,Home,1,191,0,Cash,191.0
1258,41,Male,Home,2,341,20,Cash,545.6
1259,40,Female,Electronics,3,137,0,Credit Card,411.0
1260,25,Female,Sports,3,278,15,Credit Card,708.9
1261,64,Male,Sports,2,48,15,Credit Card,81.6
1262,54,Male,Clothing,3,32,5,Debit Card,91.19999999999999
1263,20,Female,Books,3,251,15,Debit Card,640.05
1264,50,Male,Sports,2,375,20,Credit Card,600.0
1265,45,Female,Clothing,3,116,15,Credit Card,295.8
1266,64,Male,Clothing,3,357,5,Credit Card,1017.4499999999999
1267,25,Female,Sports,4,151,10,Debit Card,543.6
1268,51,Female,Clothing,4,154,0,Debit Card,616.0
1269,52,Female,Electronics,1,289,0,Cash,289.0
1270,49,Female,Electronics,4,254,20,UPI,812.8000000000001
1271,41,Female,Sports,4,451,5,Cash,1713.8
1272,31,Male,Books,1,200,5,UPI,190.0
1273,49,Female,Electronics,3,299,5,UPI,852.15
1274,63,Male,Electronics,3,188,0,UPI,564.0
1275,60,Female,Sports,4,121,15,Cash,411.4
1276,33,Female,Home,1,223,0,Debit Card,223.0
1277,21,Male,Clothing,3,147,0,Debit Card,441.0
1278,54,Male,Electronics,5,383,0,Debit Card,1915.0
1279,38,Male,Home,2,209,15,Debit Card,355.3
1280,31,Male,Books,2,414,10,Cash,745.2
1281,48,Female,Home,2,430,20,Credit Card,688.0
1282,35,Male,Sports,4,16,10,UPI,57.6
1283,24,Female,Books,2,355,10,Debit Card,639.0
1284,27,Male,Books,2,22,0,Debit Card,44.0
1285,24,Male,Home,5,89,10,Cash,400.5
1286,50,Female,Sports,3,295,0,UPI,885.0
1287,40,Female,Electronics,5,168,0,Debit Card,840.0
1288,38,Male,Home,4,398,20,Credit Card,1273.6000000000001
1289,36,Female,Electronics,2,425,5,Debit Card,807.5
1290,36,Female,Home,3,281,0,UPI,843.0
1291,53,Female,Electronics,2,210,10,Credit Card,378.0
1292,46,Female,Home,2,159,20,Cash,254.4
1293,35,Female,Books,4,457,10,Credit Card,1645.2
1294,19,Female,Clothing,2,437,5,UPI,830.3
1295,18,Female,Books,1,305,15,UPI,259.25
1296,64,Female,Electronics,3,302,5,Credit Card,860.6999999999999
1297,22,Male,Sports,3,343,20,Debit Card,823.2
1298,37,Female,Books,1,281,5,UPI,266.95
1299,28,Male,Clothing,4,52,5,Credit Card,197.6
1300,59,Female,Electronics,2,477,20,UPI,763.2
1301,19,Female,Books,2,328,20,Debit Card,524.8000000000001
1302,20,Female,Home,3,24,10,Debit Card,64.8
1303,40,Female,Sports,4,257,0,Credit Card,1028.0
1304,29,Male,Electronics,4,181,15,Cash,615.4
1305,37,Male,Books,4,227,15,Cash,771.8
1306,22,Female,Electronics,2,146,15,Debit Card,248.2
1307,54,Male,Home,4,330,5,Cash,1254.0
1308,55,Female,Clothing,1,236,20,Debit Card,188.8
1309,47,Female,Books,5,53,20,Cash,212.0
1310,26,Male,Electronics,4,29,20,Debit Card,92.80000000000001
1311,51,Male,Electronics,5,128,0,UPI,640.0
1312,61,Female,Electronics,2,463,20,Credit Card,740.8000000000001
1313,52,Female,Clothing,4,243,20,Credit Card,777.6
1314,39,Male,Electronics,3,467,5,Cash,1330.95
1315,61,Female,Sports,2,377,10,Credit Card,678.6
1316,41,Male,Sports,1,388,15,Cash,329.8
1317,34,Female,Electronics,1,426,5,Debit Card,404.7
1318,27,Female,Sports,5,345,5,UPI,1638.75
1319,47,Male,Books,5,365,5,Credit Card,1733.75
1320,63,Male,Sports,3,271,15,UPI,691.05
1321,40,Male,Electronics,3,92,5,Credit Card,262.2
1322,49,Female,Home,1,40,10,Debit Card,36.0
1323,34,Female,Books,4,331,20,Credit Card,1059.2
1324,34,Female,Clothing,1,283,10,Credit Card,254.70000000000002
1325,31,Female,Electronics,1,243,20,Debit Card,194.4
1326,26,Male,Clothing,3,37,20,Cash,88.80000000000001
1327,57,Female,Home,5,261,5,Cash,1239.75
1328,19,Female,Clothing,3,333,5,Debit Card,949.05
1329,62,Female,Electronics,3,262,15,Cash,668.1
1330,42,Male,Electronics,3,458,0,Credit Card,1374.0
1331,56,Female,Home,1,248,10,UPI,223.20000000000002
1332,26,Female,Electronics,4,499,15,Debit Card,1696.6
1333,39,Male,Home,1,379,15,Credit Card,322.15
1334,60,Female,Home,2,473,10,Debit Card,851.4
1335,63,Female,Electronics,3,438,10,UPI,1182.6000000000001
1336,21,Male,Sports,3,323,20,Credit Card,775.2
1337,43,Female,Home,2,184,0,Credit Card,368.0
1338,46,Female,Electronics,3,203,5,UPI,578.55
1339,62,Female,Sports,3,189,0,UPI,567.0
1340,51,Male,Home,3,429,0,Cash,1287.0
1341,40,Female,Sports,2,394,5,Credit Card,748.5999999999999
1342,54,Female,Books,1,304,0,UPI,304.0
1343,28,Male,Books,3,224,15,UPI,571.1999999999999
1344,23,Male,Sports,4,483,15,Credit Card,1642.2
1345,35,Female,Home,2,212,5,Cash,402.79999999999995
1346,38,Female,Electronics,5,259,5,Debit Card,1230.25
1347,59,Female,Clothing,2,371,10,Cash,667.8000000000001
1348,53,Female,Electronics,1,266,10,UPI,239.4
1349,58,Male,Clothing,2,84,0,Debit Card,168.0
1350,55,Female,Clothing,5,353,0,Debit Card,1765.0
1351,51,Male,Home,4,211,5,Cash,801.8
1352,34,Male,Sports,5,151,0,Debit Card,755.0
1353,54,Female,Electronics,2,215,20,UPI,344.0
1354,42,Female,Sports,5,208,15,Credit Card,884.0
1355,55,Male,Books,2,416,0,Credit Card,832.0
1356,29,Male,Home,4,180,0,Credit Card,720.0
1357,40,Female,Home,4,415,10,Cash,1494.0
1358,59,Male,Books,1,325,20,Credit Card,260.0
1359,39,Female,Electronics,4,237,0,Credit Card,948.0
1360,38,Female,Books,3,420,15,Credit Card,1071.0
1361,44,Male,Electronics,5,449,0,Debit Card,2245.0
1362,48,Male,Clothing,5,395,5,Debit Card,1876.25
1363,23,Female,Home,2,432,20,Debit Card,691.2
1364,44,Male,Electronics,4,188,0,UPI,752.0
1365,57,Female,Sports,1,375,20,UPI,300.0
1366,51,Female,Sports,1,284,0,UPI,284.0
1367,29,Female,Home,1,71,15,Credit Card,60.35
1368,62,Male,Books,3,336,15,Debit Card,856.8
1369,24,Female,Books,4,213,20,UPI,681.6
1370,27,Female,Electronics,1,460,10,Cash,414.0
1371,62,Female,Books,3,456,10,Debit Card,1231.2
1372,34,Female,Home,5,376,5,Credit Card,1786.0
1373,43,Female,Electronics,2,142,10,Debit Card,255.6
1374,38,Female,Clothing,4,81,20,Credit Card,259.2
1375,45,Female,Books,4,87,10,UPI,313.2
1376,63,Female,Books,5,198,5,Credit Card,940.5
1377,19,Female,Electronics,4,365,0,Credit Card,1460.0
1378,60,Female,Sports,4,80,10,Cash,288.0
1379,18,Female,Books,4,272,20,Debit Card,870.4000000000001
1380,53,Male,Home,4,315,20,Credit Card,1008.0
1381,43,Female,Books,3,55,5,Cash,156.75
1382,46,Female,Clothing,3,233,5,Cash,664.05
1383,38,Female,Books,2,337,15,Cash,572.9
1384,28,Male,Sports,4,259,15,UPI,880.6
1385,57,Female,Books,5,85,15,UPI,361.25
1386,28,Male,Electronics,1,83,0,Credit Card,83.0
1387,53,Female,Books,2,151,20,Debit Card,241.60000000000002
1388,56,Female,Sports,1,82,15,UPI,69.7
1389,57,Male,Electronics,1,111,20,UPI,88.80000000000001
1390,52,Female,Home,4,103,5,Credit Card,391.4
1391,51,Male,Electronics,5,78,0,Credit Card,390.0
1392,64,Male,Clothing,1,74,5,UPI,70.3
1393,41,Female,Electronics,1,202,20,Credit Card,161.60000000000002
1394,39,Female,Home,2,450,15,Cash,765.0
1395,22,Female,Books,5,71,5,Credit Card,337.25
1396,50,Female,Electronics,5,29,10,Cash,130.5
1397,53,Male,Electronics,1,250,0,UPI,250.0
1398,64,Male,Electronics,5,212,20,Debit Card,848.0
1399,37,Female,Electronics,2,419,15,Cash,712.3
1400,36,Male,Home,2,309,5,Debit Card,587.1
1401,52,Male,Sports,2,204,0,UPI,408.0
1402,60,Female,Sports,4,463,15,Credit Card,1574.2
1403,34,Male,Electronics,1,71,5,Cash,67.45
1404,62,Male,Home,5,116,20,Cash,464.0
1405,60,Female,Home,2,134,10,UPI,241.20000000000002
1406,51,Male,Electronics,1,310,10,UPI,279.0
1407,26,Female,Clothing,1,276,20,Credit Card,220.8
1408,43,Male,Electronics,4,465,0,Debit Card,1860.0
1409,19,Female,Clothing,5,486,20,Cash,1944.0
1410,26,Male,Electronics,5,211,5,Debit Card,1002.25
1411,26,Male,Clothing,2,171,0,Cash,342.0
1412,57,Female,Clothing,2,353,10,Cash,635.4
1413,34,Female,Electronics,1,311,5,Credit Card,295.45
1414,18,Female,Clothing,5,121,15,Cash,514.25
1415,42,Female,Books,5,346,15,Cash,1470.5
1416,60,Male,Sports,2,41,15,UPI,69.7
1417,57,Male,Home,3,468,10,Credit Card,1263.6000000000001
1418,59,Male,Clothing,1,107,20,UPI,85.60000000000001
1419,42,Female,Clothing,5,481,0,Cash,2405.0
1420,56,Male,Home,4,256,10,Credit Card,921.6
1421,52,Male,Clothing,4,270,5,Cash,1026.0
1422,20,Female,Home,3,200,5,Credit Card,570.0
1423,54,Female,Electronics,2,38,15,Debit Card,64.6
1424,61,Male,Books,2,57,0,Debit Card,114.0
1425,61,Female,Books,2,259,15,Credit Card,440.3
1426,47,Male,Sports,4,235,5,Cash,893.0
1427,55,Male,Clothing,2,281,5,Credit Card,533.9
1428,51,Female,Sports,4,162,20,Cash,518.4
1429,29,Male,Electronics,3,494,20,Debit Card,1185.6000000000001
1430,36,Female,Books,1,337,20,Cash,269.6
1431,54,Female,Electronics,5,294,15,UPI,1249.5
1432,61,Male,Electronics,3,189,0,Debit Card,567.0
1433,34,Male,Clothing,4,311,20,UPI,995.2
1434,27,Male,Electronics,3,162,10,Debit Card,437.40000000000003
1435,64,Female,Books,5,243,20,Debit Card,972.0
1436,29,Male,Sports,1,32,15,UPI,27.2
1437,33,Female,Books,5,427,0,Credit Card,2135.0
1438,41,Female,Clothing,4,460,20,Cash,1472.0
1439,36,Male,Books,5,103,0,Debit Card,515.0
1440,25,Female,Home,3,379,10,Cash,1023.3000000000001
1441,48,Male,Sports,2,254,5,Debit Card,482.59999999999997
1442,38,Male,Home,3,299,0,Cash,897.0
1443,34,Male,Home,4,169,20,Debit Card,540.8000000000001
1444,40,Male,Clothing,1,382,15,Credit Card,324.7
1445,54,Male,Electronics,5,294,15,Debit Card,1249.5
1446,33,Male,Home,1,18,15,Credit Card,15.299999999999999
1447,23,Male,Books,4,459,15,Debit Card,1560.6
1448,25,Female,Electronics,5,194,0,Cash,970.0
1449,42,Male,Books,3,304,15,UPI,775.1999999999999
1450,35,Female,Books,3,144,5,Debit Card,410.4
1451,42,Female,Electronics,4,119,10,Debit Card,428.40000000000003
1452,29,Female,Electronics,5,78,0,Credit Card,390.0
1453,32,Male,Books,3,145,0,Cash,435.0
1454,43,Female,Clothing,4,105,15,Credit Card,357.0
1455,58,Female,Sports,4,128,15,Cash,435.2
1456,62,Male,Sports,1,383,0,Cash,383.0
1457,43,Male,Clothing,3,283,15,Credit Card,721.65
1458,64,Female,Electronics,5,367,15,UPI,1559.75
1459,49,Male,Books,3,375,15,Cash,956.25
1460,27,Male,Sports,3,347,15,UPI,884.85
1461,33,Male,Books,3,186,15,Credit Card,474.3
1462,24,Male,Clothing,4,370,20,UPI,1184.0
1463,34,Female,Books,2,246,20,Cash,393.6
1464,40,Male,Clothing,2,281,20,Credit Card,449.6
1465,43,Male,Electronics,1,286,0,UPI,286.0
1466,38,Male,Clothing,3,147,10,Credit Card,396.90000000000003
1467,39,Female,Clothing,2,371,0,Credit Card,742.0
1468,24,Female,Sports,1,141,20,UPI,112.80000000000001
1469,31,Male,Books,4,53,0,Cash,212.0
1470,32,Male,Sports,3,132,10,Cash,356.40000000000003
1471,24,Female,Home,5,145,15,Cash,616.25
1472,26,Male,Clothing,4,376,5,Cash,1428.8
1473,25,Male,Home,1,382,20,Debit Card,305.6
1474,40,Female,Sports,4,135,20,Credit Card,432.0
1475,46,Male,Books,5,448,10,Credit Card,2016.0
1476,35,Male,Sports,4,284,15,Debit Card,965.6
1477,48,Female,Books,1,73,15,Credit Card,62.05
1478,47,Female,Books,5,305,5,Credit Card,1448.75
1479,56,Male,Electronics,5,241,15,UPI,1024.25
1480,52,Female,Clothing,4,60,10,Debit Card,216.0
1481,35,Male,Sports,5,146,15,Credit Card,620.5
1482,59,Male,Books,4,167,10,Credit Card,601.2
1483,56,Male,Sports,3,65,20,Debit Card,156.0
1484,34,Female,Sports,5,90,20,Debit Card,360.0
1485,31,Female,Books,4,241,20,UPI,771.2
1486,48,Male,Home,3,437,0,UPI,1311.0
1487,41,Male,Clothing,5,452,20,Cash,1808.0
1488,52,Female,Clothing,3,408,10,Cash,1101.6000000000001
1489,61,Female,Electronics,5,461,5,UPI,2189.75
1490,62,Female,Electronics,1,335,15,Credit Card,284.75
1491,51,Male,Electronics,1,137,20,Debit Card,109.60000000000001
1492,20,Female,Clothing,4,135,0,UPI,540.0
1493,54,Female,Home,2,326,0,Cash,652.0
1494,60,Male,Clothing,1,89,10,Debit Card,80.10000000000001
1495,57,Male,Clothing,2,483,5,Cash,917.6999999999999
1496,43,Male,Clothing,3,386,20,Credit Card,926.4000000000001
1497,40,Female,Clothing,3,366,20,Credit Card,878.4000000000001
1498,61,Male,Home,2,416,0,Cash,832.0
1499,56,Male,Electronics,4,342,10,Debit Card,1231.2
1500,32,Male,Sports,5,184,0,Cash,920.0
1501,21,Male,Electronics,2,154,0,Debit Card,308.0
1502,46,Female,Electronics,2,450,5,UPI,855.0
1503,39,Male,Sports,2,135,10,Cash,243.0
1504,42,Female,Clothing,2,191,5,Cash,362.9
1505,30,Female,Home,2,228,10,Debit Card,410.40000000000003
1506,35,Female,Home,4,445,20,UPI,1424.0
1507,50,Male,Electronics,1,287,15,Debit Card,243.95
1508,33,Female,Sports,5,494,15,Debit Card,2099.5
1509,62,Male,Books,1,92,10,Cash,82.8
1510,59,Male,Clothing,2,432,15,Cash,734.4
1511,61,Male,Electronics,1,492,0,Debit Card,492.0
1512,19,Female,Home,4,150,20,Credit Card,480.0
1513,52,Male,Sports,3,343,20,Credit Card,823.2
1514,59,Male,Sports,1,104,15,Credit Card,88.39999999999999
1515,51,Male,Electronics,5,374,10,Cash,1683.0
1516,47,Female,Books,4,203,0,Cash,812.0
1517,30,Female,Home,3,119,10,UPI,321.3
1518,30,Female,Electronics,4,61,15,Cash,207.4
1519,35,Male,Books,2,112,20,UPI,179.20000000000002
1520,49,Female,Sports,3,110,20,Cash,264.0
1521,49,Male,Clothing,5,151,10,Credit Card,679.5
1522,52,Male,Home,3,210,5,Credit Card,598.5
1523,56,Female,Home,5,467,10,Debit Card,2101.5
1524,63,Male,Books,2,328,5,Debit Card,623.1999999999999
1525,46,Female,Electronics,5,208,10,UPI,936.0
1526,46,Male,Sports,4,293,5,UPI,1113.3999999999999
1527,61,Female,Books,1,226,5,Debit Card,214.7
1528,33,Male,Clothing,4,55,5,UPI,209.0
1529,61,Male,Clothing,4,37,5,Cash,140.6
1530,64,Male,Clothing,3,11,0,Credit Card,33.0
1531,27,Male,Books,2,392,5,Debit Card,744.8
1532,47,Male,Sports,1,26,5,Debit Card,24.7
1533,42,Female,Home,5,324,20,Cash,1296.0
1534,56,Male,Electronics,3,445,0,UPI,1335.0
1535,37,Female,Home,2,397,5,Debit Card,754.3
1536,22,Female,Sports,1,86,15,Debit Card,73.1
1537,18,Female,Home,4,475,0,Cash,1900.0
1538,47,Male,Books,2,396,20,Credit Card,633.6
1539,20,Male,Clothing,2,380,10,Debit Card,684.0
1540,62,Male,Sports,2,174,20,Debit Card,278.40000000000003
1541,31,Female,Sports,4,106,20,Cash,339.20000000000005
1542,47,Male,Home,5,114,0,Debit Card,570.0
1543,21,Male,Books,3,33,0,Debit Card,99.0
1544,35,Female,Home,5,209,15,Credit Card,888.25
1545,54,Female,Home,1,44,15,Debit Card,37.4
1546,42,Female,Sports,3,11,0,Cash,33.0
1547,18,Female,Home,1,298,0,Credit Card,298.0
1548,63,Female,Clothing,4,341,0,Credit Card,1364.0
1549,32,Female,Home,5,351,10,Credit Card,1579.5
1550,26,Male,Clothing,2,470,20,UPI,752.0
1551,32,Female,Sports,3,147,15,Cash,374.84999999999997
1552,41,Male,Books,2,346,15,UPI,588.1999999999999
1553,21,Male,Clothing,1,71,5,Debit Card,67.45
1554,29,Male,Books,2,308,10,Credit Card,554.4
1555,54,Female,Books,2,206,0,UPI,412.0
1556,54,Male,Clothing,4,386,0,Debit Card,1544.0
1557,60,Female,Sports,4,68,10,UPI,244.8
1558,23,Female,Electronics,5,274,15,Credit Card,1164.5
1559,56,Male,Books,1,342,0,Debit Card,342.0
1560,63,Female,Books,4,197,5,Credit Card,748.5999999999999
1561,41,Male,Sports,4,72,15,Credit Card,244.79999999999998
1562,28,Male,Sports,5,317,20,UPI,1268.0
1563,30,Female,Home,3,288,10,Cash,777.6
1564,51,Male,Sports,5,39,15,Debit Card,165.75
1565,42,Male,Books,2,180,20,Debit Card,288.0
1566,24,Male,Clothing,2,461,5,Cash,875.9
1567,21,Female,Electronics,4,30,10,Debit Card,108.0
1568,25,Male,Home,4,308,0,UPI,1232.0
1569,37,Female,Clothing,5,210,0,Debit Card,1050.0
1570,46,Female,Electronics,5,144,20,UPI,576.0
1571,62,Male,Electronics,1,281,15,Debit Card,238.85
1572,63,Male,Electronics,2,32,5,UPI,60.8
1573,27,Female,Clothing,5,451,20,Cash,1804.0
1574,60,Female,Home,3,96,5,Debit Card,273.59999999999997
1575,51,Male,Home,1,40,5,UPI,38.0
1576,43,Male,Electronics,5,130,5,Credit Card,617.5
1577,58,Female,Clothing,4,78,10,Credit Card,280.8
1578,20,Female,Electronics,5,143,20,Credit Card,572.0
1579,23,Female,Sports,4,380,10,Debit Card,1368.0
1580,22,Female,Home,4,458,15,UPI,1557.2
1581,22,Female,Books,2,324,15,Credit Card,550.8
1582,64,Male,Electronics,2,421,0,Debit Card,842.0
1583,40,Female,Sports,5,155,0,UPI,775.0
1584,26,Female,Home,5,481,0,Credit Card,2405.0
1585,52,Male,Clothing,3,342,15,Credit Card,872.1
1586,37,Male,Home,1,490,5,Debit Card,465.5
1587,59,Female,Clothing,1,403,5,UPI,382.84999999999997
1588,52,Female,Clothing,5,272,20,Debit Card,1088.0
1589,35,Male,Electronics,2,302,15,Credit Card,513.4
1590,34,Female,Electronics,3,489,0,Debit Card,1467.0
1591,41,Female,Home,1,438,15,Debit Card,372.3
1592,20,Male,Sports,5,95,5,Credit Card,451.25
1593,49,Female,Home,2,25,5,Credit Card,47.5
1594,52,Male,Books,2,225,10,UPI,405.0
1595,55,Male,Clothing,2,125,10,UPI,225.0
1596,30,Male,Clothing,4,127,20,Credit Card,406.40000000000003
1597,64,Male,Electronics,2,279,15,Credit Card,474.3
1598,42,Female,Sports,5,404,10,Cash,1818.0
1599,26,Male,Electronics,3,476,10,Cash,1285.2
1600,21,Female,Books,5,352,15,UPI,1496.0
1601,31,Female,Home,2,171,5,Debit Card,324.9
1602,54,Female,Home,3,197,20,Credit Card,472.8
1603,51,Female,Sports,1,113,20,Credit Card,90.4
1604,28,Female,Electronics,1,150,20,Debit Card,120.0
1605,58,Male,Electronics,5,176,10,UPI,792.0
1606,20,Male,Books,3,309,5,Cash,880.65
1607,45,Male,Home,5,37,20,UPI,148.0
1608,46,Male,Electronics,3,433,15,Debit Card,1104.1499999999999
1609,26,Female,Sports,3,281,20,Credit Card,674.4000000000001
1610,20,Male,Home,5,59,0,Cash,295.0
1611,42,Female,Books,3,380,5,Debit Card,1083.0
1612,51,Female,Sports,2,165,0,Credit Card,330.0
1613,29,Male,Clothing,3,333,5,UPI,949.05
1614,59,Male,Books,3,357,15,Cash,910.35
1615,26,Male,Sports,5,130,10,Credit Card,585.0
1616,32,Male,Electronics,1,453,10,Credit Card,407.7
1617,57,Female,Clothing,4,149,5,Credit Card,566.1999999999999
1618,42,Female,Books,3,25,20,Credit Card,60.0
1619,22,Male,Electronics,4,318,0,Credit Card,1272.0
1620,28,Female,Clothing,3,447,15,UPI,1139.85
1621,51,Female,Home,5,58,20,Debit Card,232.0
1622,41,Female,Electronics,5,173,10,Cash,778.5
1623,32,Male,Sports,3,71,20,UPI,170.4
1624,55,Female,Books,5,349,0,Cash,1745.0
1625,25,Male,Clothing,5,163,10,Credit Card,733.5
1626,22,Male,Electronics,3,321,5,Debit Card,914.8499999999999
1627,43,Female,Home,1,385,15,Credit Card,327.25
1628,35,Female,Books,3,355,15,UPI,905.25
1629,23,Male,Books,1,159,10,UPI,143.1
1630,54,Female,Electronics,5,385,5,Cash,1828.75
1631,30,Female,Home,1,82,0,Credit Card,82.0
1632,45,Male,Clothing,5,78,15,Credit Card,331.5
1633,22,Male,Electronics,1,474,10,Debit Card,426.6
1634,30,Male,Clothing,1,186,15,Debit Card,158.1
1635,34,Male,Books,3,363,5,Credit Card,1034.55
1636,57,Female,Clothing,1,11,0,Cash,11.0
1637,62,Female,Home,5,318,5,Debit Card,1510.5
1638,49,Male,Sports,3,128,20,Credit Card,307.20000000000005
1639,46,Male,Home,1,16,5,Credit Card,15.2
1640,20,Male,Clothing,3,264,5,Credit Card,752.4
1641,57,Female,Electronics,4,493,15,UPI,1676.2
1642,51,Male,Books,3,470,5,Cash,1339.5
1643,57,Female,Sports,4,413,10,Credit Card,1486.8
1644,44,Male,Electronics,4,487,15,Credit Card,1655.8
1645,30,Male,Electronics,3,423,15,Credit Card,1078.6499999999999
1646,62,Male,Home,5,84,20,Debit Card,336.0
1647,50,Female,Clothing,5,360,10,Credit Card,1620.0
1648,23,Female,Home,5,204,5,UPI,969.0
1649,41,Female,Clothing,2,196,20,UPI,313.6
1650,36,Male,Home,4,459,10,Cash,1652.4
1651,33,Female,Electronics,3,12,20,Credit Card,28.8
1652,57,Female,Books,5,193,0,Credit Card,965.0
1653,45,Male,Clothing,5,344,5,Credit Card,1634.0
1654,50,Male,Sports,3,282,20,UPI,676.8000000000001
1655,58,Female,Sports,4,377,0,Debit Card,1508.0
1656,30,Female,Electronics,3,61,5,Debit Card,173.85
1657,60,Female,Home,2,272,20,Credit Card,435.20000000000005
1658,62,Female,Home,2,377,20,Debit Card,603.2
1659,42,Male,Electronics,3,142,20,Cash,340.8
1660,59,Male,Sports,4,491,20,UPI,1571.2
1661,53,Male,Sports,5,234,15,Credit Card,994.5
1662,44,Female,Home,2,319,20,Debit Card,510.40000000000003
1663,55,Female,Clothing,2,70,15,Credit Card,119.0
1664,24,Male,Books,4,374,15,Credit Card,1271.6
1665,22,Male,Clothing,2,25,0,UPI,50.0
1666,60,Female,Sports,2,238,5,UPI,452.2
1667,62,Female,Clothing,4,204,15,Debit Card,693.6
1668,48,Male,Books,3,260,10,UPI,702.0
1669,40,Male,Clothing,5,452,15,Cash,1921.0
1670,59,Male,Clothing,5,312,10,Credit Card,1404.0
1671,27,Female,Clothing,2,57,0,UPI,114.0
1672,49,Female,Clothing,5,244,10,Debit Card,1098.0
1673,60,Female,Electronics,3,130,0,Debit Card,390.0
1674,47,Female,Sports,2,329,0,Debit Card,658.0
1675,56,Female,Books,5,59,0,Cash,295.0
1676,48,Female,Sports,1,478,10,UPI,430.2
1677,35,Male,Electronics,1,50,10,UPI,45.0
1678,53,Male,Electronics,1,465,0,Cash,465.0
1679,19,Female,Electronics,1,31,0,UPI,31.0
1680,31,Male,Electronics,1,380,5,UPI,361.0
1681,30,Female,Clothing,2,191,0,UPI,382.0
1682,46,Male,Sports,4,14,20,Cash,44.800000000000004
1683,29,Female,Home,4,154,5,Cash,585.1999999999999
1684,56,Male,Books,2,366,5,Debit Card,695.4
1685,19,Male,Electronics,2,87,5,Cash,165.29999999999998
1686,49,Female,Sports,3,240,20,Cash,576.0
1687,30,Female,Electronics,4,306,5,Debit Card,1162.8
1688,63,Male,Electronics,1,357,5,Cash,339.15
1689,44,Male,Electronics,2,488,10,UPI,878.4
1690,58,Female,Electronics,1,218,10,Credit Card,196.20000000000002
1691,34,Male,Electronics,4,172,0,Debit Card,688.0
1692,57,Female,Books,5,177,0,Credit Card,885.0
1693,48,Female,Sports,5,287,15,Credit Card,1219.75
1694,51,Male,Electronics,2,246,20,Debit Card,393.6
1695,41,Female,Electronics,3,185,10,Credit Card,499.5
1696,62,Male,Electronics,1,62,0,Credit Card,62.0
1697,52,Male,Electronics,2,358,20,Debit Card,572.8000000000001
1698,23,Female,Clothing,3,19,5,Debit Card,54.15
1699,36,Male,Clothing,1,155,20,UPI,124.0
1700,47,Female,Home,4,236,10,Debit Card,849.6
1701,24,Female,Electronics,5,245,15,Cash,1041.25
1702,27,Female,Home,3,473,10,Credit Card,1277.1000000000001
1703,58,Male,Books,1,251,0,Debit Card,251.0
1704,49,Female,Home,2,314,0,UPI,628.0
1705,51,Male,Sports,1,80,20,Debit Card,64.0
1706,45,Female,Clothing,2,167,10,Credit Card,300.6
1707,32,Female,Clothing,5,28,0,Debit Card,140.0
1708,47,Female,Electronics,5,64,5,Credit Card,304.0
1709,54,Male,Electronics,1,453,5,Debit Card,430.34999999999997
1710,46,Male,Books,1,224,15,UPI,190.4
1711,39,Female,Books,2,465,20,Cash,744.0
1712,21,Female,Sports,2,218,0,UPI,436.0
1713,37,Male,Electronics,3,30,15,Debit Card,76.5
1714,49,Male,Electronics,3,291,5,Credit Card,829.3499999999999
1715,53,Male,Books,3,258,15,UPI,657.9
1716,21,Female,Books,1,37,15,Cash,31.45
1717,44,Male,Books,3,432,0,Cash,1296.0
1718,34,Female,Clothing,1,426,0,Credit Card,426.0
1719,29,Male,Home,5,305,0,Debit Card,1525.0
1720,39,Female,Home,4,220,20,UPI,704.0
1721,34,Female,Electronics,5,294,15,UPI,1249.5
1722,27,Female,Clothing,1,29,15,Credit Card,24.65
1723,18,Male,Books,1,29,20,UPI,23.200000000000003
1724,39,Male,Electronics,4,339,5,Credit Card,1288.2
1725,43,Male,Clothing,2,405,10,Credit Card,729.0
1726,35,Female,Sports,2,129,5,Debit Card,245.1
1727,31,Female,Clothing,2,106,20,Credit Card,169.60000000000002
1728,64,Male,Electronics,3,129,15,UPI,328.95
1729,46,Female,Home,2,34,15,Credit Card,57.8
1730,29,Female,Books,3,162,0,UPI,486.0
1731,53,Female,Sports,3,254,0,Credit Card,762.0
1732,52,Male,Clothing,2,269,15,Debit Card,457.3
